polygon_id,longitude,latitude,phase_angle,incidence_angle,emission_angle,pixel_x,pixel_y,brightness_temperature,local_solar_time,local_solar_time_normal_vector
8,139.010,37.739,3.983,76.671,77.878,134,80,285.370,9.722,11.919
9,139.356,38.265,3.948,76.662,77.841,135,80,283.430,9.745,12.021
10,139.928,38.072,3.929,59.090,58.654,135,80,283.430,9.783,14.501
11,140.284,38.609,3.893,58.345,59.548,136,80,272.770,9.807,12.333
12,140.881,38.388,3.876,60.690,62.046,136,81,290.060,9.847,12.034
13,141.362,39.013,3.843,63.238,65.530,137,80,273.240,9.879,10.421
14,141.996,38.805,3.828,65.420,67.789,137,80,273.240,9.921,10.134
15,142.526,39.465,3.797,65.635,68.050,138,80,278.260,9.956,10.054
16,143.160,39.254,3.783,70.525,73.102,138,80,278.260,9.999,9.395
17,143.899,39.529,3.752,64.690,65.704,139,80,284.380,10.048,12.633
18,144.046,40.060,3.734,55.425,57.595,140,80,277.680,10.058,11.027
19,145.029,39.961,3.703,56.998,59.423,140,80,277.680,10.123,10.572
20,145.228,40.527,3.687,57.979,60.257,141,80,275.120,10.137,10.732
21,146.226,40.419,3.657,59.603,62.103,141,80,275.120,10.203,10.295
22,146.429,40.993,3.641,63.880,65.755,142,80,275.410,10.217,11.044
23,147.432,40.865,3.610,64.156,66.074,142,80,275.410,10.283,10.927
24,147.639,41.430,3.591,66.566,68.168,143,79,276.120,10.297,11.441
25,148.645,41.270,3.560,65.946,67.384,143,80,274.250,10.364,11.797
26,148.865,41.838,3.540,63.645,65.400,144,79,272.090,10.379,11.262
27,149.885,41.654,3.509,63.107,64.732,144,80,270.170,10.447,11.513
28,150.135,42.241,3.491,60.475,62.496,145,79,274.190,10.464,10.932
29,151.166,42.033,3.460,59.393,61.203,146,80,280.660,10.533,11.324
30,151.440,42.632,3.443,57.108,59.303,146,79,274.020,10.551,10.819
31,152.480,42.405,3.413,58.110,60.420,147,79,273.820,10.620,10.554
32,152.773,43.014,3.399,57.101,59.618,147,79,273.820,10.639,10.315
33,153.814,42.765,3.368,53.100,55.058,148,79,273.950,10.709,11.341
34,154.123,43.365,3.352,53.889,55.732,148,79,273.950,10.729,11.505
35,155.167,43.089,3.319,53.921,55.752,149,79,274.810,10.799,11.494
36,155.491,43.687,3.303,54.923,56.613,149,79,274.810,10.821,11.707
37,156.538,43.396,3.269,55.693,57.522,150,79,277.400,10.891,11.418
38,156.880,43.997,3.253,57.226,58.841,150,79,277.400,10.913,11.758
39,157.930,43.688,3.220,57.912,59.653,151,79,277.340,10.983,11.475
40,158.292,44.282,3.203,58.506,60.172,152,79,275.560,11.008,11.614
41,159.342,43.958,3.171,58.964,60.702,152,79,275.560,11.078,11.428
42,159.726,44.552,3.154,58.779,60.554,153,79,276.220,11.103,11.383
43,160.770,44.220,3.122,58.683,60.425,153,79,276.220,11.173,11.420
44,161.176,44.817,3.106,58.720,60.468,154,79,274.480,11.200,11.429
45,162.217,44.465,3.074,58.547,60.248,154,79,274.480,11.269,11.495
46,162.637,45.045,3.056,62.916,64.072,155,79,274.710,11.297,12.610
47,163.669,44.666,3.023,64.029,65.446,155,79,274.710,11.366,11.934
48,164.111,45.241,3.005,63.873,65.319,156,79,275.090,11.395,11.890
49,165.141,44.859,2.974,65.306,66.996,157,79,272.740,11.464,11.181
50,165.607,45.439,2.956,65.231,66.939,157,79,272.740,11.495,11.160
51,166.621,45.052,2.927,66.538,68.413,158,79,277.490,11.563,10.624
52,167.107,45.636,2.911,66.037,67.989,158,79,277.490,11.595,10.487
53,168.101,45.228,2.881,62.132,63.486,159,79,279.390,11.661,12.148
54,168.613,45.808,2.865,58.475,60.324,159,79,279.390,11.696,11.143
55,169.596,45.373,2.832,55.198,56.484,160,79,279.200,11.761,12.386
56,170.130,45.945,2.815,56.056,57.254,160,79,279.200,11.797,12.585
57,171.100,45.479,2.781,56.420,57.691,161,79,283.170,11.861,12.398
58,171.656,46.035,2.764,57.252,58.439,161,79,283.170,11.898,12.600
59,172.594,45.554,2.729,55.712,56.295,162,79,284.450,11.961,13.711
60,173.165,46.109,2.711,52.944,53.807,163,79,284.560,11.999,13.184
61,174.083,45.634,2.675,52.754,53.523,163,79,284.560,12.060,13.318
62,174.701,46.189,2.659,48.508,49.754,164,79,289.070,12.101,12.488
63,175.609,45.714,2.623,47.664,48.684,164,80,285.480,12.162,12.832
64,176.248,46.265,2.607,48.466,49.417,165,79,291.690,12.204,12.980
65,177.135,45.771,2.571,48.079,48.864,165,80,283.030,12.264,13.209
66,177.751,46.292,2.554,58.550,58.546,166,80,282.670,12.305,14.852
67,178.626,45.789,2.518,58.871,59.610,166,80,282.670,12.363,13.546
68,179.260,46.318,2.500,59.796,60.478,167,80,282.640,12.405,13.731
69,180.158,45.819,2.465,59.656,60.250,167,80,282.640,12.465,13.890
70,180.806,46.327,2.447,62.020,62.462,168,80,283.190,12.508,14.346
71,181.670,45.816,2.411,61.902,62.186,169,81,282.970,12.566,14.627
