polygon_id,longitude,latitude,phase_angle,incidence_angle,emission_angle,pixel_x,pixel_y,brightness_temperature,local_solar_time,local_solar_time_normal_vector
1,135.510,36.298,3.925,80.400,84.248,135,81,280.640,9.936,7.390
6,137.984,37.276,3.873,85.890,88.312,137,80,288.180,10.101,7.866
7,138.356,37.824,3.842,86.651,88.551,138,79,283.640,10.126,8.469
8,139.010,37.739,3.823,76.441,77.556,138,79,283.640,10.169,12.367
9,139.356,38.265,3.789,76.490,77.579,139,79,280.490,10.193,12.469
10,139.928,38.072,3.768,61.803,61.207,139,80,293.130,10.231,14.948
11,140.284,38.609,3.734,58.346,59.298,140,80,286.670,10.254,12.781
12,140.881,38.388,3.713,60.354,61.479,140,80,286.670,10.294,12.481
13,141.362,39.013,3.681,61.043,63.119,141,80,283.700,10.326,10.869
14,141.996,38.805,3.662,63.017,65.184,141,80,283.700,10.369,10.581
15,142.526,39.465,3.632,63.139,65.356,142,79,275.180,10.404,10.502
16,143.160,39.254,3.616,67.608,70.015,142,80,290.900,10.446,9.843
17,143.899,39.529,3.583,64.977,65.818,143,79,281.090,10.496,13.080
18,144.046,40.060,3.567,53.555,55.451,144,79,279.970,10.505,11.475
19,145.029,39.961,3.532,54.503,56.673,144,79,279.970,10.571,11.019
20,145.228,40.527,3.518,55.825,57.855,145,79,280.750,10.584,11.179
21,146.226,40.419,3.484,56.887,59.154,145,79,280.750,10.651,10.743
22,146.429,40.993,3.470,62.521,64.199,146,79,278.480,10.664,11.491
23,147.432,40.865,3.435,62.675,64.398,146,79,278.480,10.731,11.375
24,147.639,41.430,3.418,65.742,67.178,147,79,277.640,10.745,11.888
25,148.645,41.270,3.383,65.448,66.721,148,79,273.930,10.812,12.244
26,148.865,41.838,3.366,62.524,64.088,148,79,273.930,10.826,11.709
27,149.885,41.654,3.331,62.245,63.679,149,79,272.790,10.894,11.961
28,150.135,42.241,3.315,58.781,60.587,149,79,272.790,10.911,11.379
29,151.166,42.033,3.280,58.162,59.751,150,79,273.190,10.980,11.771
30,151.440,42.632,3.265,55.024,56.981,150,79,273.190,10.998,11.266
31,152.480,42.405,3.231,55.683,57.763,151,79,276.300,11.068,11.002
32,152.773,43.014,3.219,54.169,56.454,152,78,278.660,11.087,10.762
33,153.814,42.765,3.184,51.599,53.291,152,79,274.060,11.156,11.788
34,154.123,43.365,3.171,52.682,54.270,153,78,276.930,11.177,11.953
35,155.167,43.089,3.134,52.698,54.275,153,79,275.790,11.247,11.941
36,155.491,43.687,3.120,54.051,55.501,154,78,277.940,11.268,12.154
37,156.538,43.396,3.083,54.431,56.024,154,78,277.940,11.338,11.865
38,156.880,43.997,3.069,56.489,57.888,155,78,279.030,11.361,12.206
39,157.930,43.688,3.032,56.819,58.347,156,78,278.730,11.431,11.922
40,158.292,44.282,3.018,57.616,59.079,156,78,278.730,11.455,12.061
41,159.342,43.958,2.981,57.850,59.386,157,78,276.400,11.525,11.875
42,159.726,44.552,2.967,57.600,59.173,157,78,276.400,11.551,11.831
43,160.770,44.220,2.932,57.548,59.089,158,78,277.850,11.620,11.867
44,161.176,44.817,2.918,57.598,59.148,158,78,277.850,11.647,11.876
45,162.217,44.465,2.882,57.505,59.009,159,78,278.430,11.717,11.943
46,162.637,45.045,2.867,63.200,64.218,160,78,276.930,11.745,13.058
47,163.669,44.666,2.830,63.631,64.903,160,78,276.930,11.813,12.381
48,164.111,45.241,2.815,63.429,64.730,161,78,275.980,11.843,12.338
49,165.141,44.859,2.780,64.169,65.710,161,78,275.980,11.912,11.629
50,165.607,45.439,2.765,64.068,65.629,162,78,274.120,11.943,11.607
51,166.621,45.052,2.732,64.853,66.579,163,78,275.540,12.010,11.071
52,167.107,45.636,2.719,64.152,65.951,163,78,275.540,12.043,10.934
53,168.101,45.228,2.685,61.936,63.147,164,78,277.790,12.109,12.596
54,168.613,45.808,2.672,56.956,58.620,164,78,277.790,12.143,11.591
55,169.596,45.373,2.636,55.269,56.374,165,78,281.550,12.209,12.833
56,170.130,45.945,2.622,56.385,57.416,165,78,281.550,12.244,13.032
57,171.100,45.479,2.584,56.505,57.608,166,78,281.010,12.309,12.846
58,171.656,46.035,2.570,57.587,58.621,166,78,281.010,12.346,13.047
59,172.594,45.554,2.531,57.558,58.025,167,79,289.050,12.408,14.159
60,173.165,46.109,2.517,54.176,54.883,168,78,286.670,12.446,13.632
61,174.083,45.634,2.478,54.192,54.811,168,79,287.050,12.508,13.766
62,174.701,46.189,2.464,48.767,49.801,169,79,288.750,12.549,12.935
63,175.609,45.714,2.426,48.518,49.336,169,79,288.750,12.609,13.279
64,176.248,46.265,2.413,49.546,50.310,170,79,291.010,12.652,13.428
65,177.135,45.771,2.374,49.560,50.171,170,79,291.010,12.711,13.657
66,177.751,46.292,2.360,61.859,61.836,171,79,285.710,12.752,15.299
67,178.626,45.789,2.320,60.324,60.971,171,80,283.300,12.811,13.994
68,179.260,46.318,2.306,61.428,62.032,172,79,280.920,12.853,14.179
69,180.158,45.819,2.268,61.495,62.019,173,80,284.230,12.913,14.337
70,180.806,46.327,2.253,64.269,64.671,173,80,284.230,12.956,14.794
71,181.670,45.816,2.214,64.533,64.795,174,80,285.530,13.014,15.074
72,182.334,46.323,2.200,62.236,62.615,174,80,285.530,13.058,14.722
73,183.188,45.791,2.161,62.251,62.614,175,81,284.260,13.115,14.741
74,183.877,46.265,2.146,64.675,64.943,175,81,284.260,13.161,15.118
75,184.691,45.707,2.107,65.270,65.315,176,81,289.150,13.215,15.534
76,185.384,46.174,2.092,64.865,64.940,176,81,289.150,13.261,15.479
77,186.187,45.612,2.053,64.318,64.619,177,82,281.270,13.315,15.016
78,186.916,46.060,2.037,66.721,66.937,177,81,281.610,13.363,15.389
79,187.738,45.521,2.000,66.335,67.059,178,82,280.150,13.418,14.030
80,188.500,45.976,1.985,71.487,72.005,178,82,280.150,13.469,15.088
81,189.322,45.439,1.949,71.492,72.110,179,82,277.540,13.524,14.747
82,190.104,45.858,1.933,70.278,70.956,179,82,277.540,13.576,14.472
83,190.897,45.308,1.897,70.292,70.655,180,82,278.840,13.629,15.415
84,191.698,45.720,1.881,68.236,68.687,180,82,278.840,13.682,15.047
85,192.468,45.151,1.844,68.245,68.766,181,83,279.620,13.733,14.830
86,193.301,45.548,1.829,63.960,64.668,181,83,279.620,13.789,13.994
87,194.048,44.973,1.793,63.792,64.345,182,83,280.580,13.839,14.458
88,194.898,45.367,1.778,66.098,66.576,182,83,280.580,13.895,14.865
89,195.618,44.768,1.742,66.126,66.657,183,83,279.160,13.943,14.686
90,196.482,45.131,1.727,60.271,61.053,184,83,282.090,14.001,13.586
91,197.179,44.526,1.691,59.809,60.352,184,84,285.950,14.047,14.298
92,198.025,44.890,1.678,66.651,66.970,185,84,284.490,14.104,15.376
93,198.698,44.276,1.641,66.344,66.978,185,84,284.490,14.149,14.383
94,199.550,44.608,1.628,64.138,64.860,186,84,281.910,14.206,13.961
95,200.231,43.997,1.592,64.195,64.939,186,84,281.910,14.251,13.843
96,201.090,44.336,1.580,61.257,62.113,187,84,282.300,14.308,13.304
97,201.741,43.722,1.544,60.787,61.263,187,85,286.070,14.352,14.632
98,202.599,44.025,1.532,58.036,58.613,188,84,283.190,14.409,14.224
99,203.238,43.399,1.495,58.035,58.576,188,85,285.540,14.451,14.309
100,204.111,43.708,1.483,55.159,55.805,189,85,284.230,14.509,13.899
101,204.722,43.089,1.448,55.501,56.274,190,85,286.970,14.550,13.428
102,205.579,43.380,1.438,54.985,55.791,190,85,286.970,14.607,13.347
103,206.156,42.767,1.403,54.814,55.568,191,85,285.520,14.646,13.506
104,207.023,43.056,1.393,59.145,59.787,191,85,285.520,14.704,14.164
105,207.585,42.437,1.358,59.114,59.721,192,86,285.980,14.741,14.263
106,208.458,42.691,1.347,61.141,61.708,192,86,285.980,14.799,14.573
107,208.997,42.068,1.313,61.411,62.124,193,86,283.290,14.835,13.954
108,209.878,42.326,1.303,61.447,62.172,193,86,283.290,14.894,13.960
109,210.388,41.722,1.270,61.718,62.496,194,86,280.830,14.928,13.653
110,211.263,41.960,1.261,62.710,63.476,194,86,280.830,14.986,13.833
111,211.720,41.384,1.231,64.483,65.437,195,86,279.410,15.017,12.457
112,212.581,41.612,1.223,72.067,72.858,196,86,282.120,15.074,14.227
113,212.999,41.005,1.191,70.962,71.325,196,87,284.040,15.102,16.147
114,213.873,41.147,1.176,73.217,73.543,197,87,282.260,15.160,16.457
115,214.285,40.501,1.142,73.262,73.699,197,87,282.260,15.188,16.156
116,215.178,40.629,1.127,71.724,72.201,197,87,282.260,15.248,15.911
117,215.587,39.999,1.094,71.914,72.445,198,88,278.840,15.275,15.701
