polygon_id,longitude,latitude,phase_angle,incidence_angle,emission_angle,pixel_x,pixel_y,brightness_temperature,local_solar_time,local_solar_time_normal_vector
268,139.180,40.353,3.991,70.135,72.517,134,80,269.880,9.285,9.814
269,139.570,41.034,3.963,71.697,74.561,135,80,271.700,9.311,9.031
270,140.335,40.900,3.949,66.353,69.019,135,80,271.700,9.362,9.728
271,140.764,41.576,3.922,66.709,69.471,136,80,274.180,9.391,9.578
272,141.526,41.430,3.908,71.490,74.403,136,80,274.180,9.441,8.971
273,141.960,42.131,3.882,70.162,72.790,137,79,272.210,9.470,9.457
274,142.714,41.975,3.867,66.738,69.218,137,79,272.210,9.521,9.945
275,143.151,42.690,3.838,66.039,68.317,138,79,276.070,9.550,10.316
276,143.902,42.511,3.822,66.558,68.850,138,79,276.070,9.600,10.238
277,144.354,43.236,3.792,66.178,68.361,139,79,277.900,9.630,10.455
278,145.104,43.033,3.775,62.649,64.636,139,79,277.900,9.680,10.993
279,145.578,43.766,3.744,63.044,65.170,140,79,272.300,9.712,10.748
280,146.325,43.530,3.727,57.621,59.427,140,79,272.300,9.761,11.508
281,146.841,44.278,3.697,60.846,63.489,141,79,272.230,9.796,10.093
282,147.602,44.030,3.682,63.213,65.924,141,79,272.230,9.846,9.811
283,148.160,44.791,3.654,60.741,63.019,142,78,275.810,9.884,10.631
284,148.916,44.516,3.638,58.497,60.656,142,79,273.600,9.934,10.923
285,149.507,45.263,3.608,59.092,61.391,143,78,271.560,9.974,10.685
286,150.269,44.963,3.593,64.712,67.215,143,78,271.560,10.024,9.968
287,150.909,45.694,3.565,64.456,66.924,144,78,272.400,10.067,10.048
288,151.673,45.373,3.551,67.907,70.475,144,78,272.400,10.118,9.599
289,152.347,46.095,3.521,64.642,66.684,145,78,276.600,10.163,10.775
290,153.092,45.758,3.506,61.553,63.441,145,78,276.600,10.213,11.212
291,153.777,46.466,3.472,60.010,61.477,146,78,273.280,10.258,12.060
292,154.502,46.110,3.457,64.965,66.689,146,78,273.280,10.306,11.354
293,155.464,46.341,3.425,65.922,67.848,147,78,273.750,10.371,10.867
294,155.718,46.939,3.408,65.296,67.322,147,78,273.750,10.387,10.716
295,156.703,47.161,3.382,72.898,75.775,148,78,275.260,10.453,8.612
296,157.436,46.770,3.369,54.094,56.490,148,78,275.260,10.502,10.713
297,158.198,47.453,3.341,51.662,53.549,149,78,279.060,10.553,11.601
298,158.941,47.062,3.322,53.117,55.064,149,78,279.060,10.602,11.430
299,159.675,47.739,3.292,51.584,52.532,150,78,282.190,10.651,12.971
300,160.421,47.344,3.272,63.772,65.567,150,78,282.190,10.701,11.232
301,161.191,48.013,3.242,63.655,65.411,151,78,282.590,10.752,11.334
302,161.972,47.603,3.224,60.146,61.692,151,78,282.590,10.804,11.879
303,162.784,48.260,3.194,61.199,63.137,152,78,279.950,10.859,11.052
304,163.550,47.834,3.175,56.898,58.606,152,78,279.950,10.910,11.652
305,164.398,48.493,3.145,56.871,58.577,153,78,277.040,10.966,11.672
306,165.145,48.053,3.127,59.654,61.486,154,78,274.240,11.016,11.289
307,166.030,48.707,3.097,59.474,61.265,154,78,274.240,11.075,11.397
308,166.761,48.254,3.080,64.597,66.594,155,78,273.450,11.124,10.649
309,167.679,48.903,3.052,64.526,66.516,155,78,273.450,11.185,10.684
310,168.389,48.442,3.035,62.265,64.150,156,78,276.300,11.232,11.023
311,169.329,49.074,3.008,64.411,66.649,156,78,276.300,11.295,10.123
312,170.011,48.599,2.993,63.611,65.812,157,78,281.670,11.340,10.231
313,170.982,49.187,2.964,59.993,61.450,158,77,282.570,11.405,12.105
314,171.652,48.684,2.947,67.247,69.016,158,78,287.560,11.450,11.006
315,172.649,49.254,2.915,65.254,66.441,159,78,288.330,11.516,12.714
316,173.270,48.762,2.897,60.344,61.204,159,78,288.330,11.558,13.377
317,174.266,49.333,2.862,60.140,60.710,160,78,281.490,11.624,13.953
318,174.844,48.825,2.843,60.444,61.024,160,78,281.490,11.662,13.922
319,175.873,49.380,2.807,60.462,61.091,161,78,279.950,11.731,13.855
320,176.440,48.862,2.789,61.789,62.499,161,78,279.950,11.769,13.718
321,177.504,48.883,2.753,61.609,62.066,162,79,282.250,11.840,14.206
322,178.050,49.423,2.735,59.053,59.728,162,79,282.250,11.876,13.708
323,179.123,48.909,2.698,58.980,59.573,163,79,281.590,11.948,13.836
324,179.724,49.439,2.681,56.087,56.943,163,79,281.590,11.988,13.269
325,180.777,48.903,2.644,55.656,56.222,164,79,283.240,12.058,13.762
326,181.398,49.422,2.626,57.994,58.391,164,79,283.240,12.099,14.174
327,182.417,48.887,2.590,58.119,58.666,165,80,280.700,12.168,13.888
328,183.064,49.413,2.572,59.031,59.522,165,80,280.700,12.211,14.057
329,184.085,48.854,2.536,59.392,60.101,166,80,281.890,12.279,13.606
330,184.775,49.343,2.518,60.112,60.774,166,80,281.890,12.325,13.759
331,185.774,48.749,2.482,59.753,60.188,167,80,283.260,12.391,14.180
332,186.462,49.226,2.463,64.097,64.249,167,80,283.260,12.437,14.976
333,187.409,48.620,2.427,64.097,64.241,168,81,281.090,12.500,14.974
334,188.112,49.080,2.407,62.605,62.856,168,81,281.090,12.547,14.704
335,189.051,48.474,2.371,62.708,63.043,169,81,279.120,12.610,14.528
336,189.805,48.934,2.352,61.415,61.849,169,81,279.120,12.660,14.277
337,190.742,48.319,2.317,61.864,62.470,170,82,277.240,12.723,13.880
338,191.537,48.757,2.299,59.377,60.184,170,82,277.240,12.776,13.322
339,192.458,48.146,2.265,59.526,60.354,171,82,277.840,12.837,13.235
340,193.286,48.592,2.247,56.156,57.272,172,82,282.300,12.892,12.476
341,194.183,47.986,2.214,56.116,57.210,172,82,282.300,12.952,12.492
342,195.029,48.413,2.198,56.361,57.446,173,82,285.160,13.008,12.549
343,195.864,47.796,2.166,58.599,59.925,173,82,285.160,13.064,11.762
344,196.708,48.199,2.151,58.244,59.615,174,82,295.760,13.120,11.661
345,197.464,47.561,2.119,51.842,52.120,174,82,295.760,13.171,14.184
346,198.327,47.930,2.100,53.941,54.101,175,82,292.540,13.228,14.506
347,199.069,47.277,2.065,54.561,54.960,175,83,282.970,13.277,14.091
348,199.981,47.632,2.045,54.657,55.064,176,83,281.310,13.338,14.107
349,200.707,46.953,2.012,56.921,57.738,176,83,281.310,13.387,13.180
350,201.619,47.262,1.992,57.350,58.143,177,83,281.160,13.447,13.286
351,202.315,46.573,1.960,57.266,58.035,177,84,280.290,13.494,13.315
352,203.240,46.872,1.940,60.373,60.937,178,83,278.340,13.556,14.022
353,203.916,46.205,1.908,62.475,63.304,178,84,281.100,13.601,13.230
354,204.847,46.481,1.887,66.210,66.802,179,84,282.530,13.663,14.241
355,205.492,45.830,1.856,68.731,69.599,180,84,280.180,13.706,13.193
356,206.433,46.080,1.836,72.127,72.791,180,84,280.180,13.769,14.355
357,207.029,45.447,1.807,76.288,77.314,181,84,279.970,13.808,12.222
358,207.961,45.658,1.786,79.467,80.293,181,84,279.970,13.871,13.994
359,208.529,45.050,1.758,77.608,78.273,182,85,280.110,13.908,14.842
360,209.494,45.284,1.737,71.141,72.182,182,85,280.110,13.973,12.178
361,210.044,44.705,1.710,69.214,70.124,183,85,279.410,14.009,12.946
362,210.963,44.949,1.693,64.244,65.485,183,85,279.410,14.071,11.240
363,211.452,44.350,1.666,60.301,61.323,184,85,288.420,14.103,12.365
364,212.372,44.563,1.647,68.707,69.253,184,85,288.420,14.164,14.740
365,212.878,43.923,1.616,68.490,69.006,185,85,282.940,14.198,14.807
366,213.831,44.094,1.595,66.952,67.553,185,85,282.940,14.262,14.410
367,214.311,43.457,1.565,67.478,68.118,186,85,279.020,14.294,14.250
368,215.267,43.632,1.545,63.934,64.772,186,85,279.020,14.357,13.196
369,215.703,42.982,1.515,59.991,60.509,187,86,285.540,14.387,14.300
370,216.612,43.139,1.498,52.469,53.482,188,86,287.380,14.447,12.309
371,217.006,42.447,1.466,46.468,47.057,188,86,287.380,14.473,13.565
372,217.891,42.574,1.448,47.115,47.681,189,86,283.230,14.533,13.681
373,218.275,41.873,1.416,51.181,52.046,189,86,283.230,14.558,12.770
374,219.132,41.994,1.400,51.660,52.505,190,86,283.690,14.615,12.894
375,219.489,41.333,1.370,52.695,53.576,190,87,281.970,14.639,12.688
376,220.310,41.452,1.355,50.884,51.890,191,87,287.820,14.694,12.171
377,220.642,40.795,1.325,45.206,45.930,191,87,287.820,14.716,13.179
378,221.449,40.859,1.309,47.805,48.404,192,87,293.180,14.770,13.666
379,221.804,40.183,1.276,47.551,48.115,192,87,293.180,14.793,13.720
380,222.628,40.223,1.258,54.509,54.826,193,87,281.450,14.848,14.766
381,222.969,39.571,1.225,58.989,59.657,193,88,279.210,14.871,13.711
382,223.771,39.601,1.208,58.971,59.648,194,88,278.420,14.924,13.706
383,224.095,38.987,1.179,58.940,59.605,194,88,278.420,14.946,13.713
384,224.908,38.998,1.160,65.103,65.587,195,88,274.230,15.000,14.962
391,135.282,39.809,4.095,71.018,74.322,132,81,286.220,9.025,8.684
392,136.016,39.807,4.080,64.722,67.783,132,81,286.220,9.074,9.435
393,136.253,40.554,4.057,64.656,67.689,133,80,270.550,9.090,9.475
394,136.981,40.540,4.039,57.989,60.681,133,80,270.550,9.138,10.336
